symbol,total_return,max_drawdown,sharpe_ratio,final_value,num_trades,win_rate
ACB,0.07707746787902607,-0.10205983263825553,0.3536610088960485,107.70774678790261,23,0.0
FPT,0.3672978340065203,-0.14182335538741916,1.126219199929768,136.72978340065202,39,0.0
HPG,-0.31488001788375486,-0.42638649654329813,-1.0416902867702476,68.51199821162452,38,0.0
MWG,-0.0019260390248015825,-0.21443871931378475,0.09013833987521246,99.80739609751984,31,0.0
VCB,0.0574188852795929,-0.18360170501818646,0.2802451216348726,105.74188852795929,40,0.0
