Symbol,Strategy Return (%),Buy & Hold Return (%),Outperformance (%),Strategy Sharpe,Buy & Hold Sharpe
ACB,7.707746787902607,61.02089762874899,-53.31315084084639,0.3536610088960485,1.360472838240335
FPT,36.729783400652025,160.03848377671744,-123.3087003760654,1.126219199929768,2.31662281392888
HPG,-31.488001788375485,51.36910464519494,-82.85710643357042,-1.0416902867702476,0.9418191203899049
MWG,-0.19260390248015824,40.39759289366194,-40.590196796142095,0.09013833987521246,0.7073250848903494
VCB,5.74188852795929,29.62213179598228,-23.88024326802299,0.2802451216348726,0.7966413782281747
