symbol,total_return,max_drawdown,sharpe_ratio,final_value,entry_price,exit_price
ACB,0.6102089762874899,-0.13524877365101612,1.360472838240335,161.020897628749,13307,21556
FPT,1.6003848377671743,-0.161622017031731,2.31662281392888,260.03848377671744,49744,130132
HPG,0.5136910464519494,-0.21380126541945468,0.9418191203899049,151.36910464519494,14583,22207
MWG,0.4039759289366194,-0.38957251582616115,0.7073250848903494,140.39759289366194,42575,60134
VCB,0.2962213179598228,-0.1402498992341798,0.7966413782281747,129.62213179598228,46444,60564
