date,open,high,low,close,volume
2015-05-25,7873,8176,7873,8176,1194140
2015-05-26,8100,8176,8024,8024,953640
2015-05-27,8024,8100,7873,7949,1216710
2015-05-28,8076,8147,8005,8058,1158400
2015-05-29,8076,8076,7969,7987,357830
2015-06-01,7969,7969,7863,7863,747720
2015-06-02,7863,7863,7756,7756,790020
2015-06-03,7756,7952,7739,7845,638440
2015-06-04,7845,7898,7845,7881,224510
2015-06-05,7898,7969,7845,7952,578380
2015-06-08,7987,8005,7863,7863,698960
2015-06-09,7845,8023,7845,7863,618760
2015-06-10,7863,7934,7827,7916,249790
2015-06-11,7916,7969,7916,7952,420000
2015-06-12,7969,8040,7969,8005,753350
2015-06-15,8058,8058,7952,7987,341650
2015-06-16,7987,8023,7898,7898,479370
2015-06-17,7881,7916,7863,7881,483360
2015-06-18,7881,7987,7881,7898,324300
2015-06-19,7898,8005,7898,7952,524770
2015-06-22,7987,8129,7969,8094,1273750
2015-06-23,8094,8111,8058,8076,623750
2015-06-24,8094,8094,8023,8023,356850
2015-06-25,8005,8023,7987,7987,585020
2015-06-26,8005,8502,8005,8218,4210260
2015-06-29,8307,8466,8253,8307,935540
2015-06-30,8218,8289,8218,8236,1048220
2015-07-01,8236,8360,8182,8307,737610
2015-07-02,8289,8413,8271,8378,1090220
2015-07-03,8413,8413,8324,8342,758500
2015-07-06,8360,8431,8342,8431,979490
2015-07-07,8413,8591,8378,8449,1132850
2015-07-08,8449,8484,8271,8289,1420160
2015-07-09,8253,8324,8200,8289,999820
2015-07-10,8289,8342,8236,8271,835670
2015-07-13,8271,8431,8253,8324,489440
2015-07-14,8324,8378,8271,8324,395670
2015-07-15,8342,8342,8236,8236,654910
2015-07-16,8200,8236,8129,8236,611060
2015-07-17,8218,8324,8200,8236,315540
2015-07-20,8236,8236,8147,8200,419830
2015-07-21,8165,8182,8058,8094,876450
2015-07-22,8094,8253,8076,8253,455030
2015-07-23,8236,8502,8236,8342,2140450
2015-07-24,8378,8484,8378,8449,1217830
2015-07-27,8502,8786,8484,8697,1865720
2015-07-28,8697,8697,8555,8555,634450
2015-07-29,8555,8644,8466,8502,1119080
2015-07-30,8502,8520,8395,8395,938320
2015-07-31,8466,8484,8395,8395,541330
2015-08-03,8342,8342,8236,8253,1136670
2015-08-04,8324,8413,8271,8342,526180
2015-08-05,8378,8413,8324,8413,312920
2015-08-06,8413,8449,8307,8307,561120
2015-08-07,8342,8431,8289,8395,546600
2015-08-10,8431,8608,8431,8608,1180730
2015-08-11,8608,8697,8520,8573,861370
2015-08-12,8520,8520,8395,8449,1257050
2015-08-13,8449,8449,8307,8342,1573130
2015-08-14,8324,8395,8253,8307,702440
2015-08-17,8307,8360,8165,8200,816140
2015-08-18,8200,8289,8165,8271,751710
2015-08-19,8326,8435,8253,8362,860750
2015-08-20,8380,8380,8235,8253,384210
2015-08-21,8181,8199,7981,8199,1184950
2015-08-24,8054,8090,7673,7691,2107920
2015-08-25,7619,7891,7619,7782,1302560
2015-08-26,7800,8072,7800,7999,960660
2015-08-27,7999,8090,7981,8036,701980
2015-08-28,8090,8126,8036,8108,883560
2015-08-31,8072,8126,7999,8018,383640
2015-09-01,8054,8054,7963,7999,319590
2015-09-03,7963,7999,7927,7927,361300
2015-09-04,7927,7999,7909,7945,200160
2015-09-07,7981,7981,7872,7909,143530
2015-09-08,7891,7999,7891,7963,195100
2015-09-09,8036,8054,7999,7999,351700
2015-09-10,7999,8018,7963,8018,228830
2015-09-11,8054,8054,7981,7981,178370
2015-09-14,7981,7981,7927,7927,213260
2015-09-15,7909,7963,7891,7927,91140
2015-09-16,7927,7963,7909,7927,123720
2015-09-17,7927,7981,7927,7945,121980
2015-09-18,8090,8145,7999,8090,743610
2015-09-21,8072,8253,8072,8253,548700
2015-09-22,8253,8272,8181,8199,289410
2015-09-23,8181,8235,8145,8145,447860
2015-09-24,8126,8217,8126,8181,287470
2015-09-25,8199,8199,8126,8145,259280
2015-09-28,8145,8163,8072,8072,267580
2015-09-29,8072,8072,8036,8072,260100
2015-09-30,8126,8126,8036,8072,159670
2015-10-01,8072,8108,8054,8090,179470
2015-10-02,8090,8126,8072,8126,136870
2015-10-05,8108,8181,8090,8163,382440
2015-10-06,8272,8380,8235,8344,923920
2015-10-07,8380,8380,8163,8199,337650
2015-10-08,8199,8308,8199,8308,331030
2015-10-09,8344,8417,8308,8308,778950
2015-10-12,8290,8326,8290,8308,414610
2015-10-13,8308,8308,8235,8253,298120
2015-10-14,8526,8689,8453,8471,3076790
2015-10-15,8507,8507,8435,8453,426740
2015-10-16,8471,8507,8471,8471,548620
2015-10-19,8471,8671,8471,8544,1396480
2015-10-20,8544,8689,8526,8580,1968330
2015-10-21,8634,8634,8526,8526,703530
2015-10-22,8489,8544,8489,8507,473620
2015-10-23,8562,8598,8526,8544,719680
2015-10-26,8616,8798,8616,8634,2631100
2015-10-27,8598,8761,8598,8707,1345230
2015-10-28,8725,8870,8725,8852,2673100
2015-10-29,8943,9015,8906,8943,1846600
2015-10-30,8961,8979,8870,8943,982600
2015-11-02,8961,9251,8943,8979,2790190
2015-11-03,9070,9523,9052,9523,3798850
2015-11-04,9614,9705,9432,9432,1772170
2015-11-05,9342,9705,9342,9705,2727690
2015-11-06,9705,9886,9432,9523,3164790
2015-11-09,9432,9523,9342,9342,2035350
2015-11-10,9342,9432,9160,9251,2049910
2015-11-11,9160,9432,9160,9160,1790510
2015-11-12,9251,9705,9160,9614,3514400
2015-11-13,9614,9886,9523,9886,2759580
2015-11-16,9795,9977,9614,9795,2413900
2015-11-17,9705,9795,9432,9432,2136990
2015-11-18,9342,9614,9342,9432,1366870
2015-11-19,9432,9614,9342,9342,1096120
2015-11-20,9251,9432,9251,9251,1196900
2015-11-23,9251,9342,8979,8979,2054830
2015-11-24,9015,9015,8779,8906,2817650
2015-11-25,8943,9160,8798,9070,1309410
2015-11-26,9033,9070,8888,8888,746390
2015-11-27,8925,9052,8870,8870,1520660
2015-11-30,8888,8888,8761,8761,1116850
2015-12-01,8816,8852,8725,8743,623880
2015-12-02,8743,8834,8743,8779,675930
2015-12-03,8798,8834,8761,8798,343540
2015-12-04,8798,8798,8652,8689,861320
2015-12-07,8671,8707,8616,8616,892260
2015-12-08,8580,8906,8544,8888,1117670
2015-12-09,8888,8961,8743,8743,735460
2015-12-10,8743,8816,8671,8671,610110
2015-12-11,8652,8798,8652,8707,558390
2015-12-14,8689,8743,8671,8671,434710
2015-12-15,8671,8798,8671,8798,527780
2015-12-16,8834,8943,8834,8852,1252650
2015-12-17,8925,8979,8888,8925,916420
2015-12-18,8925,8943,8870,8870,825670
2015-12-21,8870,8870,8761,8798,540360
2015-12-22,8798,8834,8725,8725,537270
2015-12-23,8761,8779,8671,8689,606040
2015-12-24,8725,8743,8671,8671,474020
2015-12-25,8707,8707,8652,8671,339400
2015-12-28,8707,8834,8652,8725,767110
2015-12-29,8743,8798,8725,8761,433620
2015-12-30,8816,8870,8761,8761,913890
2015-12-31,8761,8852,8743,8761,570340
2016-01-04,8779,8798,8671,8671,602210
2016-01-05,8671,8707,8652,8671,734050
2016-01-06,8671,8725,8671,8689,446810
2016-01-07,8689,8689,8526,8526,1841620
2016-01-08,8489,8507,8344,8399,1773760
2016-01-11,8399,8399,8326,8326,805440
2016-01-12,8344,8507,8290,8507,582160
2016-01-13,8526,8580,8399,8417,542910
2016-01-14,8362,8417,8344,8380,509720
2016-01-15,8380,8435,8344,8362,593280
2016-01-18,8290,8290,8036,8145,2255130
2016-01-19,8145,8217,8108,8181,873480
2016-01-20,8181,8253,8145,8145,651980
2016-01-21,8126,8181,8090,8145,647810
2016-01-22,8163,8181,8036,8126,692750
2016-01-25,8253,8544,8163,8544,892040
2016-01-26,8435,8453,8326,8326,661130
2016-01-27,8435,8435,8380,8399,336620
2016-01-28,8399,8417,8308,8344,491030
2016-01-29,8399,8435,8326,8417,496970
2016-02-01,8435,8507,8344,8453,584110
2016-02-02,8399,8471,8380,8380,184210
2016-02-03,8417,8507,8380,8453,641500
2016-02-04,8507,8507,8435,8435,282030
2016-02-05,8471,8526,8435,8507,363780
2016-02-15,8471,8489,8399,8471,342070
2016-02-16,8526,8616,8471,8580,346480
2016-02-17,8616,8743,8616,8616,719440
2016-02-18,8652,8761,8634,8725,737190
2016-02-19,8707,8707,8634,8652,530400
2016-02-22,8652,8743,8652,8743,518820
2016-02-23,8798,8798,8671,8671,727180
2016-02-24,8652,8707,8634,8671,655980
2016-02-25,8707,8761,8634,8634,673070
2016-02-26,8671,8671,8598,8652,383230
2016-02-29,8689,8689,8634,8671,516250
2016-03-01,8671,8870,8634,8743,1215810
2016-03-02,8779,8852,8761,8834,811910
2016-03-03,8870,8943,8852,8852,831440
2016-03-04,8816,8943,8816,8888,855930
2016-03-07,8888,8961,8816,8816,731820
2016-03-08,8816,8834,8707,8707,1138510
2016-03-09,8671,8743,8671,8707,406000
2016-03-10,8707,8761,8689,8743,278390
2016-03-11,8779,8870,8779,8798,752610
2016-03-14,8888,8961,8834,8834,1011740
2016-03-15,8870,8906,8798,8798,545350
2016-03-16,8798,8834,8779,8798,492970
2016-03-17,8816,8870,8798,8798,630200
2016-03-18,8888,9052,8888,8943,2537440
2016-03-21,8943,8979,8888,8925,708370
2016-03-22,8888,8906,8834,8834,630690
2016-03-23,8834,8888,8798,8834,573490
2016-03-24,8852,8870,8779,8779,831940
2016-03-25,8743,8779,8634,8689,1134790
2016-03-28,8761,8761,8689,8707,402090
2016-03-29,8707,8707,8598,8616,731100
2016-03-30,8616,8689,8562,8616,595920
2016-03-31,8616,8707,8544,8544,623130
2016-04-01,8544,8562,8471,8489,530180
2016-04-04,8471,8526,8471,8489,370410
2016-04-05,8489,8562,8471,8526,286440
2016-04-06,8526,8598,8507,8598,288080
2016-04-07,8616,8689,8598,8671,485800
2016-04-08,8634,8707,8634,8634,312220
2016-04-11,8671,8743,8616,8689,814800
2016-04-12,8707,8707,8616,8652,393630
2016-04-13,8634,8671,8616,8634,568090
2016-04-14,8616,8671,8616,8616,572360
2016-04-15,8634,8652,8562,8562,712110
2016-04-19,8562,8616,8526,8526,545970
2016-04-20,8526,8562,8507,8544,878290
2016-04-21,8580,8616,8544,8580,496340
2016-04-22,8580,8671,8544,8671,829700
2016-04-25,8707,8761,8671,8689,562230
2016-04-26,8689,8707,8616,8689,333520
2016-04-27,8707,8725,8616,8652,593060
2016-04-28,8707,8943,8652,8779,3007080
2016-04-29,8779,8834,8761,8816,614320
2016-05-04,8743,8761,8652,8725,771190
2016-05-05,8689,8779,8671,8671,908780
2016-05-06,8671,8707,8616,8616,693360
2016-05-09,8634,8671,8562,8562,605810
2016-05-10,8544,8616,8526,8580,465650
2016-05-11,8652,8671,8580,8652,290200
2016-05-12,8689,8689,8598,8598,412430
