date,open,high,low,close,volume
2015-09-17,13304,13304,13094,13094,389220
2015-09-18,13214,13454,13214,13214,3095740
2015-09-21,13214,13454,13214,13424,368840
2015-09-22,13424,13544,13334,13394,297400
2015-09-23,13334,13394,13214,13364,748260
2015-09-24,13424,13514,13244,13244,551100
2015-09-25,13244,13304,13184,13214,468130
2015-09-28,13244,13244,12913,12913,1007870
2015-09-29,12823,12883,12703,12853,906190
2015-09-30,12943,13034,12883,12883,343930
2015-10-01,12913,12974,12883,12913,280230
2015-10-02,12943,13064,12823,13004,346420
2015-10-05,13004,13124,12913,13064,336080
2015-10-06,13214,13634,13214,13604,1309620
2015-10-07,13694,13935,13574,13574,1526700
2015-10-08,13634,14145,13634,14085,1338160
2015-10-09,14265,14265,13965,13965,711050
2015-10-12,14055,14535,13995,14445,1523040
2015-10-13,14355,14415,14265,14385,738570
2015-10-14,14385,14385,14175,14175,921110
2015-10-15,14235,14295,14145,14235,504420
2015-10-16,14235,14355,14025,14025,682110
2015-10-19,14025,14025,13814,13814,872090
2015-10-20,13844,13844,13604,13634,939520
2015-10-21,13634,13995,13634,13694,664260
2015-10-22,13814,13874,13694,13874,360190
2015-10-23,13995,14145,13965,14085,760300
2015-10-26,14145,14175,14025,14025,758050
2015-10-27,13995,14085,13935,13995,395950
2015-10-28,13995,14025,13814,13844,662770
2015-10-29,13874,14025,13814,14025,758130
2015-10-30,14025,14325,14025,14325,1711470
2015-11-02,14325,14565,14295,14325,1229570
2015-11-03,14325,14475,14145,14475,715650
2015-11-04,14505,14655,14475,14475,935950
2015-11-05,14355,14445,14325,14385,374890
2015-11-06,14385,14565,14205,14415,832310
2015-11-09,14415,14805,14355,14745,1119460
2015-11-10,14715,14745,14505,14505,613510
2015-11-11,14505,14595,14325,14325,491500
2015-11-12,14265,14325,14025,14295,879940
2015-11-13,14325,14355,14145,14265,571470
2015-11-16,14145,14295,14085,14145,426970
2015-11-17,14145,14415,14115,14175,448710
2015-11-18,14115,14265,14115,14175,302580
2015-11-19,14235,14235,14085,14115,359250
2015-11-20,14115,14205,14115,14115,268060
2015-11-23,14145,14175,14025,14025,463650
2015-11-24,14025,14025,13814,13874,402700
2015-11-25,13935,13935,13664,13814,391200
2015-11-26,13754,13814,13634,13634,281040
